,location,total_sqft,bath,price,bhk,encoded_loc
594,Varthur Road,2760.0,4,155.0,4,218
595,5th Phase JP Nagar,1070.0,2,39.0,2,4
596,Uttarahalli,1101.0,2,45.0,2,216
597,others,775.0,2,55.0,2,230
598,Yeshwanthpur,667.0,1,36.85,1,229
599,Electronic City,1070.0,2,55.0,2,74
600,Old Airport Road,1875.0,2,110.0,3,176
601,Kundalahalli,735.0,2,57.99,2,150
602,Koramangala,1750.0,3,130.0,3,144
603,Marathahalli,1215.0,2,67.0,2,161
604,Vishwapriya Layout,820.0,2,30.0,2,222
605,Banashankari Stage VI,1757.5,2,59.935,2,30
606,Battarahalli,1779.0,3,89.61,3,37
607,others,1105.0,2,58.0,2,230
608,others,1590.0,2,93.0,1,230
609,Whitefield,1650.0,3,60.0,3,224
610,Cox Town,1975.0,3,150.0,3,62
611,Kammasandra,674.0,2,33.0,2,125
612,Kaggadasapura,1185.0,2,41.0,2,118
613,Thanisandra,445.0,1,28.0,1,209
614,HSR Layout,1475.0,3,75.0,3,89
615,Gottigere,1618.0,3,82.5,3,82
616,Koramangala,1120.0,2,65.0,2,144
617,Marathahalli,2181.0,3,152.0,4,161
618,Vidyaranyapura,1200.0,4,90.0,4,219
619,Bannerghatta Road,1556.0,2,59.13,3,34
620,Bannerghatta Road,1179.0,2,66.02,2,34
621,Thanisandra,1296.0,2,83.0,2,209
622,Kaggadasapura,1275.0,2,52.0,2,118
623,Kathriguppe,1400.0,2,77.0,3,132
624,Gottigere,1222.0,2,63.0,2,82
625,Electronic City,940.0,2,41.0,2,74
626,Thanisandra,1185.0,2,42.6,2,209
627,Tumkur Road,1779.0,3,112.0,3,214
628,Begur Road,1615.0,3,59.76,3,39
629,JP Nagar,6624.5,2,453.0,4,109
630,Haralur Road,1056.0,2,61.0,2,90
631,7th Phase JP Nagar,1100.0,2,46.0,2,6
632,Arekere,920.0,2,40.0,2,20
633,others,1602.0,2,75.0,3,230
634,Padmanabhanagar,1176.0,2,62.0,2,178
635,Kasavanhalli,1717.0,3,99.0,3,130
636,Bhoganhalli,2119.0,4,111.0,4,43
637,Vittasandra,1246.0,2,67.3,2,223
638,Anandapura,1141.0,2,42.79,2,15
639,Hennur Road,1157.0,2,84.0,2,96
640,Yelahanka New Town,650.0,1,33.0,1,227
641,Hebbal,1349.0,2,98.0,2,92
642,others,1566.0,3,83.3,3,230
643,Sahakara Nagar,2830.0,3,195.0,4,190
644,Electronic City,1320.0,2,38.13,3,74
645,others,1780.0,3,84.83,3,230
646,Varthur,1091.0,2,34.9,2,217
647,Rachenahalli,3670.0,4,300.0,4,183
648,7th Phase JP Nagar,918.0,2,50.49,2,6
649,Yeshwanthpur,1950.0,4,130.0,4,229
650,Panathur,1695.0,3,90.0,3,180
651,Yelahanka,1705.0,3,95.0,3,226
652,Kalyan nagar,1375.0,3,75.0,3,122
653,Kanakpura Road,525.0,1,30.0,1,127
654,Whitefield,1447.0,2,83.0,2,224
655,Thanisandra,1114.0,2,39.0,2,209
656,7th Phase JP Nagar,1450.0,2,100.0,3,6
657,others,1022.0,2,40.0,2,230
658,Hebbal,1000.0,2,45.0,2,92
659,Electronic City,1128.0,2,68.75,2,74
660,Kanakpura Road,1180.0,2,57.0,2,127
661,Kanakpura Road,1339.0,2,75.0,2,127
662,Yelachenahalli,1400.0,2,55.0,3,225
663,7th Phase JP Nagar,1040.0,2,39.52,2,6
664,Kadugodi,1198.0,2,58.0,2,117
665,others,1200.0,3,95.0,4,230
666,Sarjapur  Road,1691.0,3,113.0,3,194
667,Bisuvanahalli,1075.0,3,36.0,3,46
668,8th Phase JP Nagar,1240.0,3,43.5,3,7
669,Bannerghatta Road,1680.0,2,58.935,2,34
670,Mallasandra,1665.0,3,86.58,3,158
671,Marathahalli,2489.0,3,94.0,3,161
672,Brookefield,1142.0,2,70.0,2,51
673,Kothannur,1853.0,3,82.0,3,145
674,Kasturi Nagar,1567.0,2,92.0,2,131
675,Electronics City Phase 1,1175.0,2,51.47,2,76
676,Subramanyapura,1200.0,2,52.0,2,205
677,Kodichikkanahalli,995.0,2,41.0,2,138
678,Magadi Road,884.0,2,41.1,2,155
679,Yeshwanthpur,1170.0,2,57.0,2,229
680,KR Puram,1225.0,2,46.55,2,115
681,Electronic City,1342.0,2,73.3,2,74
682,Uttarahalli,1345.0,2,67.0,2,216
683,Kodigehaali,1320.0,3,65.0,3,139
684,others,1590.0,2,45.0,2,230
685,Raja Rajeshwari Nagar,1140.0,2,49.39,2,184
686,Battarahalli,1300.0,2,50.0,2,37
687,Hosa Road,1652.0,3,85.0,3,101
688,Thigalarapalya,2072.0,4,142.0,3,210
689,Arekere,1740.0,2,95.0,3,20
690,Electronic City,1360.0,2,71.0,3,74
691,Hosur Road,1145.0,2,60.0,3,104
692,Sarjapur  Road,1278.0,2,95.0,2,194
693,Electronic City Phase II,630.0,1,40.0,1,75
694,Kanakpura Road,1100.0,3,58.0,3,127
695,others,1200.0,3,95.0,3,230
696,Hosur Road,3300.0,5,240.0,5,104
697,Gunjur,1356.0,2,66.0,3,85
698,others,823.0,2,28.0,2,230
699,TC Palaya,1200.0,2,66.0,3,207
700,Ramamurthy Nagar,1050.0,2,37.0,2,188
701,others,1180.0,2,69.0,2,230
702,7th Phase JP Nagar,1070.0,2,42.79,2,6
703,Varthur,1385.0,2,80.0,2,217
704,Varthur,1000.0,1,70.0,1,217
705,Whitefield,1897.0,3,130.0,3,224
706,Magadi Road,1005.0,2,55.78,2,155
707,Green Glen Layout,1575.0,3,125.0,3,83
708,Subramanyapura,975.0,2,65.0,2,205
709,Hennur Road,1904.0,3,120.0,3,96
710,Kengeri Satellite Town,930.0,1,30.0,1,136
711,Electronic City Phase II,2400.0,3,150.0,2,75
712,Sarjapur  Road,2238.0,3,140.0,3,194
713,Harlur,1174.0,2,69.0,2,91
714,Thubarahalli,3800.0,4,239.0,4,211
715,Whitefield,2225.0,2,125.0,3,224
716,Jigani,918.0,2,52.0,2,113
717,Mahadevpura,1250.0,2,52.0,2,156
718,Sarjapur  Road,1800.0,3,110.0,3,194
719,Marathahalli,1170.0,2,53.0,2,161
720,Bannerghatta Road,793.0,2,45.0,2,34
721,Jakkur,1710.0,3,107.0,3,110
722,Kambipura,1082.0,2,57.5,3,123
723,others,1001.0,2,33.03,2,230
724,Yelahanka,1590.0,2,54.0,3,226
725,others,2400.0,2,80.0,3,230
726,Horamavu Banaswadi,1554.0,3,55.0,3,99
727,Konanakunte,884.0,1,58.0,2,143
728,Marathahalli,1019.0,2,49.86,2,161
729,Ambedkar Nagar,1935.0,4,130.0,3,13
730,Uttarahalli,1135.0,2,39.73,3,216
731,Kasavanhalli,1799.0,3,90.0,3,130
732,Whitefield,6151.5,2,304.0,4,224
733,Kundalahalli,1047.0,2,82.0,2,150
734,others,1282.0,2,87.0,2,230
735,NGR Layout,1020.0,2,45.9,2,167
736,Whitefield,1495.0,2,79.5,2,224
737,Kasavanhalli,3260.0,4,240.0,4,130
738,others,1611.0,2,64.44,3,230
739,others,1500.0,2,95.0,3,230
740,Sahakara Nagar,1500.0,2,95.0,3,190
741,Uttarahalli,1540.0,3,50.0,3,216
742,Hosa Road,1639.0,3,80.0,3,101
743,Raja Rajeshwari Nagar,1303.0,2,55.79,2,184
744,Brookefield,1440.0,2,68.0,3,51
745,Seegehalli,901.0,2,35.14,2,198
746,Sarjapur,900.0,2,42.0,3,193
747,others,1060.0,2,55.0,2,230
748,NGR Layout,1020.0,2,48.45,2,167
749,Varthur,1535.0,3,65.99,3,217
750,others,530.0,1,20.0,1,230
751,others,1350.0,2,80.0,2,230
752,Sarjapur  Road,1115.0,2,50.0,2,194
753,Uttarahalli,1175.0,2,47.0,2,216
754,Whitefield,1113.0,2,62.0,2,224
755,Giri Nagar,650.0,2,42.0,2,80
756,Marathahalli,1325.0,2,71.55,2,161
757,Electronics City Phase 1,950.0,2,31.0,2,76
758,Jakkur,1396.0,2,86.51,3,110
759,Rachenahalli,1050.0,2,52.07,2,183
760,Thanisandra,1825.0,3,100.0,3,209
761,7th Phase JP Nagar,1190.0,2,49.98,2,6
762,Marathahalli,1220.0,2,56.5,2,161
763,NRI Layout,1565.0,2,75.0,3,168
764,Hennur Road,1891.0,3,109.0,3,96
765,others,900.0,2,27.0,2,230
766,Hosa Road,1161.0,2,55.15,2,101
767,Yeshwanthpur,665.0,1,36.85,1,229
768,Hoodi,1425.0,2,80.0,2,97
769,others,1200.0,3,56.12,3,230
770,Somasundara Palya,1255.0,2,67.0,2,202
771,Hegde Nagar,2112.95,4,145.0,3,94
772,Raja Rajeshwari Nagar,600.0,1,22.0,1,184
773,Haralur Road,1810.0,3,100.0,3,90
774,Indira Nagar,1200.0,2,93.0,2,108
775,Harlur,1033.0,2,49.0,2,91
776,others,1548.0,3,89.5,3,230
777,Horamavu Banaswadi,1611.0,3,66.0,3,99
778,Electronic City Phase II,1400.0,2,40.43,3,75
779,Vidyaranyapura,1485.0,2,67.0,3,219
780,Margondanahalli,2400.0,2,82.0,2,162
781,others,1025.0,2,44.5,2,230
782,others,1225.0,2,53.0,2,230
783,5th Phase JP Nagar,1256.0,2,62.8,2,4
784,Whitefield,2268.0,3,163.0,4,224
785,Kanakpura Road,1100.0,3,53.0,3,127
786,others,1141.0,2,62.0,2,230
787,Attibele,400.0,1,12.0,1,21
788,Chandapura,1400.0,2,60.0,2,55
789,others,1590.0,1,110.0,1,230
790,others,1175.0,2,48.27,2,230
791,Sahakara Nagar,1100.0,2,56.0,2,190
792,Kanakpura Road,1843.0,3,95.84,3,127
793,Horamavu Banaswadi,1460.0,2,80.5,2,99
794,Rachenahalli,1530.0,2,74.5,3,183
795,HSR Layout,1467.0,2,55.0,2,89
796,others,950.0,1,40.0,1,230
797,Vittasandra,1246.0,2,64.5,2,223
798,Kanakapura,711.0,1,38.0,1,126
799,Haralur Road,1194.0,2,46.0,2,90
800,Babusapalaya,1358.0,2,43.4,3,24
801,Hoodi,1420.0,2,75.0,2,97
802,Kathriguppe,1250.0,2,68.75,3,132
803,Akshaya Nagar,1280.0,2,58.0,2,11
804,others,1209.0,2,50.0,2,230
805,others,4200.0,5,225.0,5,230
806,Panathur,1315.0,2,54.8,3,180
807,others,1800.0,3,90.0,3,230
808,others,1600.0,4,125.0,5,230
809,TC Palaya,1600.0,2,65.0,3,207
810,others,1563.0,3,52.0,3,230
811,Whitefield,1560.0,2,72.0,3,224
812,Brookefield,2169.0,4,115.0,3,51
813,Rachenahalli,1050.0,2,55.5,2,183
814,Iblur Village,3235.0,3,235.0,3,107
815,TC Palaya,1200.0,3,66.0,3,207
816,HSR Layout,1140.0,2,46.0,2,89
817,Horamavu Agara,1560.0,3,75.0,3,98
818,JP Nagar,1100.0,2,70.0,2,109
819,Kasavanhalli,1260.0,2,40.32,3,130
820,Hebbal,1036.0,2,50.0,2,92
821,Akshaya Nagar,1662.0,3,85.1,3,11
822,Yelachenahalli,1464.0,2,105.0,3,225
823,Yelahanka,1234.0,2,80.0,2,226
824,Sarjapur  Road,1403.0,3,55.0,3,194
825,Seegehalli,1150.0,2,42.9,3,198
826,Kanakapura,929.0,2,46.0,2,126
827,TC Palaya,1350.0,2,75.0,3,207
828,others,1135.0,2,39.73,2,230
829,others,1405.0,2,70.0,2,230
830,Whitefield,1200.0,2,45.84,2,224
831,Haralur Road,2805.0,4,154.0,4,90
832,Yeshwanthpur,1161.0,2,64.08,2,229
833,Kanakpura Road,1290.0,2,74.0,2,127
834,Yeshwanthpur,2557.0,3,141.0,3,229
835,others,1480.0,3,90.0,3,230
836,Old Madras Road,1350.0,3,54.54,3,177
837,Kadugodi,1580.0,2,65.0,3,117
838,Banashankari,1470.0,2,88.64,3,26
839,Sarjapur  Road,1346.0,2,61.92,2,194
840,others,1600.0,3,90.0,3,230
841,others,1200.0,2,35.0,2,230
842,Channasandra,1340.0,2,48.33,3,56
843,Jigani,918.0,2,48.0,2,113
844,others,1500.0,3,115.0,3,230
845,Yelahanka,1315.0,2,85.0,2,226
846,Uttarahalli,1390.0,2,62.55,3,216
847,Uttarahalli,1330.0,2,56.0,3,216
848,others,1824.0,3,125.0,3,230
849,7th Phase JP Nagar,1420.0,2,96.0,3,6
850,others,750.0,1,56.25,1,230
851,Jalahalli East,1260.0,2,60.0,3,112
852,Hennur Road,1561.0,3,95.0,3,96
853,others,1060.0,2,42.0,2,230
854,Haralur Road,1225.0,2,67.38,2,90
855,Thanisandra,2144.0,3,135.0,3,209
856,Electronic City,880.0,2,29.0,2,74
857,Hoodi,1639.0,3,110.0,3,97
858,Thanisandra,1240.0,2,62.0,3,209
859,Kanakpura Road,1500.0,2,69.0,2,127
860,Haralur Road,1243.0,2,46.0,2,90
861,Marathahalli,1575.0,3,78.0,3,161
862,Kambipura,1082.0,2,56.0,3,123
863,Konanakunte,1637.0,3,73.0,3,143
864,Kanakpura Road,1665.0,3,86.58,3,127
865,Electronic City,1265.0,2,56.93,2,74
866,Electronic City,1691.0,2,102.0,3,74
867,Thanisandra,1100.0,2,38.0,2,209
868,others,1500.0,3,62.0,3,230
869,Choodasandra,1115.0,2,50.0,2,60
870,Mysore Road,1070.0,2,45.0,2,166
871,Budigere,1162.0,2,57.0,2,52
872,others,1339.0,2,55.0,2,230
873,Mahadevpura,1192.0,2,75.0,2,156
874,Haralur Road,1920.0,3,115.0,3,90
875,Hennur,1255.0,2,52.32,2,95
876,others,1600.0,3,75.0,3,230
877,others,1225.0,2,55.11,2,230
878,Whitefield,2400.0,4,200.0,4,224
879,Kasturi Nagar,1570.0,3,80.0,3,131
880,Thanisandra,1093.0,2,70.0,2,209
881,Basaveshwara Nagar,1865.0,3,145.0,3,36
882,Kaikondrahalli,1039.0,2,80.0,2,120
883,Whitefield,1985.0,3,75.0,3,224
884,Hosakerehalli,1590.0,3,49.0,3,102
885,Electronic City Phase II,775.0,2,38.0,2,75
886,others,1000.0,2,50.0,2,230
887,Bommasandra,1035.0,2,41.0,2,48
888,Dasarahalli,1520.0,2,75.0,3,64
889,Whitefield,1360.0,2,95.0,2,224
890,others,6000.0,5,400.0,4,230
891,Kodigehaali,1117.0,2,56.0,2,139
892,EPIP Zone,1330.0,2,92.5,2,73
893,Marathahalli,1937.0,3,160.0,3,161
894,Electronic City,1128.0,2,65.49,2,74
895,Neeladri Nagar,1053.0,2,45.0,2,173
896,Panathur,1198.0,2,77.0,2,180
897,Marathahalli,1152.0,2,56.0,2,161
898,Frazer Town,1625.0,2,75.0,2,77
899,Kundalahalli,1397.0,3,105.0,3,150
900,Kaggalipura,700.0,1,38.0,1,119
901,Yelahanka,1170.0,2,62.5,2,226
902,Kanakpura Road,1200.0,2,42.0,3,127
903,others,2400.0,3,170.0,3,230
904,others,1480.0,2,65.0,2,230
905,Akshaya Nagar,1897.0,3,120.0,3,11
906,Rachenahalli,996.0,2,67.0,2,183
907,Haralur Road,1875.0,3,110.0,3,90
908,others,1500.0,2,98.0,3,230
909,Yelahanka,2172.5,3,65.255,3,226
910,Yelahanka,697.0,1,45.0,1,226
911,Sarjapur  Road,710.0,1,27.0,1,194
912,others,910.0,2,30.5,2,230
913,Sompura,1025.0,2,48.0,3,203
914,Magadi Road,1442.0,2,46.5,2,155
915,Horamavu Agara,1453.0,2,46.48,3,98
916,Bellandur,1281.0,2,74.0,2,40
917,Cooke Town,565.0,1,35.0,1,61
918,Varthur,1024.0,2,42.0,2,217
919,Electronic City,1620.0,3,62.0,3,74
920,Whitefield,1254.0,2,40.0,2,224
921,Banashankari,1300.0,2,75.0,3,26
922,Doddakallasandra,1233.0,2,43.0,2,69
923,Hosur Road,1510.0,2,105.0,3,104
924,Kaggalipura,950.0,2,65.0,2,119
925,Battarahalli,1945.0,3,97.42,3,37
926,Uttarahalli,1008.0,2,45.0,2,216
927,Thanisandra,1265.0,2,79.0,3,209
928,Hebbal,1255.0,2,77.68,3,92
929,Kanakpura Road,2689.0,6,220.0,4,127
930,Yelenahalli,1200.0,2,46.17,2,228
931,Sarjapur  Road,1403.0,3,51.63,3,194
932,Kudlu Gate,1535.0,3,85.0,3,148
933,others,1500.0,3,100.0,3,230
934,Chamrajpet,1475.0,2,120.0,3,54
935,Uttarahalli,1390.0,2,60.47,3,216
936,Raja Rajeshwari Nagar,1278.0,2,53.76,3,184
937,others,1133.0,2,55.0,2,230
938,others,2900.0,5,90.0,5,230
939,Kogilu,1170.0,2,51.99,2,142
940,Whitefield,1697.0,3,94.79,3,224
941,Thanisandra,1651.0,3,97.38,3,209
942,Hennur Road,1192.0,2,60.0,3,96
943,OMBR Layout,1078.0,2,65.0,2,175
944,Kasavanhalli,1349.0,2,78.0,2,130
945,7th Phase JP Nagar,1680.0,3,120.0,3,6
946,Rayasandra,1314.0,2,63.0,3,189
947,Garudachar Palya,1060.0,2,48.7,2,79
948,Kalyan nagar,820.0,2,39.0,2,122
949,Whitefield,5000.0,4,400.0,4,224
950,others,2000.0,3,85.0,3,230
951,others,856.0,2,40.0,2,230
952,Rajaji Nagar,1621.0,4,130.0,3,185
953,others,1200.0,3,68.4,3,230
954,Bannerghatta Road,1484.0,3,52.5,3,34
955,others,14000.0,3,800.0,4,230
956,Yelahanka New Town,500.0,1,20.0,1,227
957,others,485.0,1,15.0,1,230
958,7th Phase JP Nagar,1050.0,2,42.0,2,6
959,Uttarahalli,1617.0,3,66.68,3,216
960,others,1384.0,3,62.28,3,230
961,Devanahalli,1408.0,2,85.0,2,65
962,Uttarahalli,1150.0,2,49.0,2,216
963,Akshaya Nagar,1410.0,2,75.0,3,11
964,Kaggadasapura,2150.0,4,100.0,4,118
965,others,1508.0,3,70.25,3,230
966,Ramamurthy Nagar,1040.0,2,50.0,2,188
967,TC Palaya,1240.0,2,60.0,2,207
968,Kudlu Gate,1535.0,3,78.0,3,148
969,Lakshminarayana Pura,1180.0,2,75.0,2,153
970,Abbigere,2200.0,6,68.0,6,10
971,Bannerghatta Road,1400.0,2,78.0,2,34
972,Raja Rajeshwari Nagar,500.0,1,25.0,1,184
973,Sarjapur  Road,1984.0,4,146.0,3,194
974,Whitefield,3000.0,5,250.0,4,224
975,Garudachar Palya,1960.0,3,160.0,3,79
976,Sarjapur  Road,1035.0,2,45.0,2,194
977,others,2150.0,4,80.0,4,230
978,Whitefield,1700.0,3,115.0,3,224
979,Hosakerehalli,3024.0,5,248.0,4,102
980,Tumkur Road,1586.0,3,100.0,3,214
981,Hennur,2264.0,2,155.0,3,95
982,Chikka Tirupathi,2325.0,4,120.0,4,57
983,Yelahanka,1120.0,2,55.0,2,226
984,Yelahanka,2382.0,2,67.98,3,226
985,Sarjapur  Road,1128.0,2,59.0,2,194
986,Jigani,924.0,2,65.0,2,113
987,others,1600.0,3,52.0,3,230
988,Pai Layout,1006.0,2,35.0,2,179
989,Amruthahalli,1200.0,2,55.0,2,14
990,others,1250.0,2,62.0,2,230
991,Kannamangala,957.0,2,56.0,2,128
992,Whitefield,1140.0,2,41.0,2,224
993,others,1050.0,2,67.0,2,230
994,Kasturi Nagar,1565.0,3,88.5,3,131
995,Whitefield,1190.0,2,57.0,2,224
996,Whitefield,2842.0,3,162.0,3,224
997,Kanakpura Road,1558.67,2,65.0,3,127
998,Electronics City Phase 1,630.0,1,39.0,1,76
999,Whitefield,1403.0,2,60.81,3,224
1000,Kanakpura Road,1542.0,2,85.0,3,127
1001,Haralur Road,2750.0,4,220.0,4,90
1002,Iblur Village,3596.0,5,290.0,4,107
1003,Kengeri Satellite Town,1635.0,2,78.0,3,136
1004,Mysore Road,1239.0,2,53.0,2,166
1005,others,1596.0,3,105.0,3,230
1006,Channasandra,1009.0,2,38.34,2,56
1007,Hosa Road,1726.0,3,81.99,3,101
1008,Kudlu Gate,1535.0,3,86.0,3,148
1009,Banashankari Stage V,1300.0,2,58.5,3,29
1010,others,1800.0,3,80.0,3,230
1011,Binny Pete,665.0,1,50.75,1,45
1012,TC Palaya,1500.0,2,100.0,3,207
1013,others,925.0,2,48.0,2,230
1014,Old Airport Road,3356.0,4,251.0,4,176
1015,others,1395.0,2,63.59,2,230
1016,Sonnenahalli,1415.0,2,55.0,3,204
1017,Begur,1419.0,2,59.0,3,38
1018,Kasavanhalli,1121.0,2,78.0,2,130
1019,Kambipura,1082.0,2,45.0,3,123
1020,KR Puram,1100.0,2,47.0,2,115
1021,Hoodi,1606.0,3,89.55,3,97
1022,Billekahalli,1650.0,3,88.0,3,44
1023,Old Airport Road,1206.0,2,75.0,2,176
1024,Sarjapur  Road,1495.0,2,64.0,3,194
1025,Balagere,1210.0,2,72.0,2,25
1026,Nagarbhavi,1523.0,2,53.4,3,169
1027,Whitefield,1232.0,2,45.0,2,224
1028,Rachenahalli,680.0,1,44.0,1,183
1029,Hebbal,1355.0,3,83.87,3,92
1030,Thanisandra,1430.0,2,51.46,3,209
1031,Kothannur,1275.0,2,43.85,3,145
1032,Electronic City,1070.0,2,56.1,2,74
1033,others,1200.0,3,85.0,3,230
1034,Electronic City,2000.0,4,120.0,4,74
1035,Bommanahalli,1200.0,2,40.0,2,47
1036,Marathahalli,1610.0,3,90.0,3,161
1037,Haralur Road,1140.0,2,43.0,2,90
1038,Raja Rajeshwari Nagar,1143.0,2,38.65,2,184
1039,Jakkur,3467.86,6,249.0,4,110
1040,Rachenahalli,1530.0,2,74.4,3,183
1041,7th Phase JP Nagar,980.0,2,69.0,2,6
1042,Whitefield,1485.0,3,65.0,3,224
1043,Thanisandra,1265.0,2,85.0,2,209
1044,others,1132.0,2,67.0,2,230
1045,others,1262.0,2,63.0,2,230
1046,JP Nagar,940.0,2,49.0,2,109
1047,others,1515.0,3,88.0,3,230
1048,Kothanur,1840.0,3,69.0,3,146
1049,Electronic City,890.0,2,45.0,2,74
1050,others,1655.0,3,86.06,3,230
1051,Hennur Road,2060.0,3,149.0,3,96
1052,Bommanahalli,1730.0,3,96.0,3,47
1053,Yelahanka,2195.0,4,127.0,3,226
1054,Kathriguppe,1650.0,3,125.0,3,132
1055,KR Puram,1200.0,2,71.0,2,115
1056,Hosa Road,1079.0,2,32.37,2,101
1057,Panathur,1085.0,2,36.0,2,180
1058,Yelahanka,1075.0,2,51.5,2,226
1059,others,1380.0,2,80.0,2,230
1060,others,1450.0,3,65.0,3,230
1061,Thubarahalli,1200.0,2,78.0,2,211
1062,Hoodi,1639.0,3,98.32,3,97
1063,others,1200.0,2,54.0,2,230
1064,Vijayanagar,1739.0,3,116.0,3,220
1065,Old Madras Road,935.0,2,32.72,2,177
1066,others,1178.0,2,47.0,2,230
1067,Chikkalasandra,1375.0,2,50.0,3,59
1068,Chandapura,1065.0,2,33.0,3,55
1069,others,1450.0,2,50.75,3,230
1070,others,999.0,2,45.0,2,230
1071,Kothannur,1100.0,2,40.0,2,145
1072,Hoodi,2090.0,4,95.1,4,97
1073,Lingadheeranahalli,1519.0,3,93.0,3,154
1074,Dommasandra,1267.0,3,56.0,3,72
1075,Sanjay nagar,1150.0,2,72.2,2,191
1076,Marathahalli,1146.0,2,70.0,2,161
1077,Kannamangala,1550.0,3,65.0,3,128
1078,Electronics City Phase 1,785.0,1,55.0,1,76
1079,Raja Rajeshwari Nagar,1610.0,3,74.0,3,184
1080,Bellandur,921.0,2,40.0,2,40
1081,Bannerghatta Road,2700.0,5,158.0,5,34
1082,Sarjapur  Road,1700.0,3,110.0,3,194
1083,Sarjapur,1020.0,2,35.0,2,193
1084,Billekahalli,1090.0,2,52.0,2,44
1085,others,3600.0,4,300.0,4,230
1086,Thanisandra,1185.0,2,42.1,2,209
1087,Doddathoguru,850.0,2,25.0,2,70
1088,Harlur,1197.0,2,84.0,2,91
1089,others,920.0,2,39.55,2,230
1090,Raja Rajeshwari Nagar,1105.0,2,65.0,2,184
1091,Yeshwanthpur,1850.0,3,100.0,3,229
1092,Judicial Layout,1300.0,3,64.0,3,114
1093,others,1595.0,3,76.0,3,230
1094,Horamavu Agara,755.0,2,37.49,2,98
1095,Nagasandra,4050.0,5,140.0,5,170
1096,Kanakpura Road,1300.0,2,69.0,3,127
1097,Bannerghatta Road,1215.0,2,50.0,2,34
1098,Kanakpura Road,900.0,2,46.0,2,127
1099,Banashankari Stage III,1145.0,2,58.4,2,28
1100,others,1093.0,2,65.0,2,230
1101,Babusapalaya,1213.0,2,41.39,3,24
1102,Bannerghatta Road,1654.0,3,100.0,3,34
1103,NGR Layout,1105.0,2,52.48,2,167
1104,Babusapalaya,1611.0,2,66.0,3,24
1105,others,1367.0,2,62.0,2,230
1106,Devanahalli,1010.0,2,51.0,2,65
1107,others,1535.0,3,95.0,3,230
1108,Anekal,620.0,2,22.0,2,17
1109,Horamavu Agara,982.0,2,47.65,2,98
1110,Whitefield,1330.0,2,71.0,2,224
1111,JP Nagar,2500.0,3,135.0,3,109
1112,others,1475.0,2,58.99,3,230
1113,Bhoganhalli,1410.0,3,65.0,3,43
1114,Yelahanka New Town,440.0,1,16.5,1,227
1115,Yelahanka,1614.0,3,95.0,3,226
1116,Neeladri Nagar,1363.0,2,68.0,2,173
1117,Kogilu,650.0,2,28.0,2,142
1118,others,1015.0,2,45.0,2,230
1119,Horamavu Banaswadi,1156.0,2,46.0,2,99
1120,others,1100.0,2,62.7,2,230
1121,KR Puram,1455.0,3,46.0,3,115
1122,others,930.0,2,45.0,2,230
1123,others,1650.0,2,80.0,3,230
1124,KR Puram,1200.0,2,90.0,2,115
1125,Karuna Nagar,2900.0,3,135.0,4,129
1126,Kadugodi,1890.0,4,127.0,3,117
1127,others,1240.0,2,46.0,3,230
1128,HRBR Layout,1440.0,2,98.0,2,88
1129,Kodichikkanahalli,650.0,1,38.0,1,138
1130,Budigere,764.0,1,32.0,1,52
1131,Hoodi,1445.0,3,65.0,3,97
1132,Kanakpura Road,900.0,1,45.0,2,127
1133,Singasandra,1030.0,2,55.0,2,201
1134,Yelahanka,1381.0,2,52.48,3,226
1135,others,1100.0,2,60.0,2,230
1136,Hoodi,1575.0,3,66.39,3,97
1137,Thigalarapalya,1200.0,2,65.0,2,210
1138,Begur Road,1200.0,2,43.2,2,39
1139,Kasturi Nagar,1080.0,2,80.0,2,131
1140,Akshaya Nagar,1360.0,2,85.0,3,11
1141,Jakkur,1865.0,3,124.0,3,110
1142,Sarjapur  Road,1157.0,2,75.0,3,194
1143,Kammasandra,674.0,2,29.0,2,125
1144,Whitefield,1405.0,2,78.0,3,224
1145,Begur Road,1160.0,2,44.08,2,39
1146,Hebbal,1790.0,3,127.0,3,92
1147,Electronic City,1128.0,2,65.65,2,74
1148,Panathur,1180.0,2,70.0,2,180
1149,others,1450.0,2,85.0,3,230
1150,Kengeri,340.0,1,10.0,1,135
1151,others,2000.0,3,166.0,4,230
1152,Rachenahalli,1050.0,2,53.5,2,183
1153,Varthur,1125.0,2,40.0,2,217
1154,Vittasandra,1246.0,2,68.0,2,223
1155,HSR Layout,1372.0,2,61.0,2,89
1156,Dasarahalli,1300.0,2,55.0,2,64
1157,Channasandra,1065.0,2,35.0,2,56
1158,others,700.0,2,27.0,2,230
1159,Hebbal,960.995,2,42.72,2,92
1160,others,1050.0,2,45.0,2,230
1161,others,1250.0,3,39.5,3,230
1162,Electronic City,865.0,2,42.0,2,74
1163,Uttarahalli,1200.0,2,44.0,2,216
1164,others,1756.0,3,100.0,3,230
1165,Yelahanka,628.0,1,24.0,1,226
1166,5th Phase JP Nagar,1207.0,2,63.0,2,4
1167,Kalena Agrahara,1765.0,3,125.0,3,121
1168,Electronic City,1130.0,2,32.64,2,74
1169,others,1532.0,3,92.0,3,230
1170,others,1650.0,3,110.0,3,230
1171,Doddathoguru,1200.0,2,75.0,2,70
1172,Kengeri,1197.0,2,50.0,2,135
1173,others,1200.0,2,66.0,2,230
1174,Uttarahalli,1385.0,2,48.48,3,216
1175,Whitefield,2225.0,3,115.0,3,224
